"","H","C","K","D"
"1",0.999676571248776,0.000317933257968684,0.5,"3"
"2",0.999676571248776,0.000317933257968684,0.5,"3"
"3",0.999676571248776,0.000317933257968684,0.5,"3"
"4",0.999676571248776,0.000317933257968684,0.5,"3"
"5",0.999676571248776,0.000317933257968684,0.5,"3"
"6",0.999676571248776,0.000317933257968684,0.5,"3"
"7",0.999676571248776,0.000317933257968684,0.5,"3"
"8",0.999676571248776,0.000317933257968684,0.5,"3"
"9",0.999676571248776,0.000317933257968684,0.5,"3"
"10",0.999676571248776,0.000317933257968684,0.5,"3"
"11",0.999676571248776,0.000317933257968684,0.5,"3"
"12",0.999676571248776,0.000317933257968684,0.5,"3"
"13",0.999676571248776,0.000317933257968684,0.5,"3"
